geocode,municipio,uf,disease,period,rural,urban,total
210350, Colinas,21,Dengue,2015-2019,NA,NA,184
210355, Conceição do Lago-Açu,21,Dengue,2015-2019,NA,NA,1
210360, Coroatá,21,Dengue,2015-2019,NA,NA,43
210370, Cururupu,21,Dengue,2015-2019,NA,NA,633
210375, Davinópolis,21,Dengue,2015-2019,NA,NA,57
210380, Dom Pedro,21,Dengue,2015-2019,NA,NA,69
210400, Esperantinópolis,21,Dengue,2015-2019,NA,NA,41
210405, Estreito,21,Dengue,2015-2019,NA,NA,130
210407, Feira Nova do Maranhão,21,Dengue,2015-2019,NA,NA,225
210408, Fernando Falcão,21,Dengue,2015-2019,NA,NA,44
210409, Formosa da Serra Negra,21,Dengue,2015-2019,NA,NA,191
210410, Fortaleza dos Nogueiras,21,Dengue,2015-2019,NA,NA,297
210420, Fortuna,21,Dengue,2015-2019,NA,NA,324
210430, Godofredo Viana,21,Dengue,2015-2019,NA,NA,4
210440, Gonçalves Dias,21,Dengue,2015-2019,NA,NA,15
210450, Governador Archer,21,Dengue,2015-2019,NA,NA,78
210455, Governador Edison Lobão,21,Dengue,2015-2019,NA,NA,248
210460, Governador Eugênio Barros,21,Dengue,2015-2019,NA,NA,2
210462, Governador Luiz Rocha,21,Dengue,2015-2019,NA,NA,22
210465, Governador Newton Bello,21,Dengue,2015-2019,NA,NA,9
210467, Governador Nunes Freire,21,Dengue,2015-2019,NA,NA,415
210470, Graça Aranha,21,Dengue,2015-2019,NA,NA,11
210480, Grajaú,21,Dengue,2015-2019,NA,NA,136
210490, Guimarães,21,Dengue,2015-2019,NA,NA,8
210500, Humberto de Campos,21,Dengue,2015-2019,NA,NA,2
210510, Icatu,21,Dengue,2015-2019,NA,NA,5
210515, Igarapé do Meio,21,Dengue,2015-2019,NA,NA,59
210520, Igarapé Grande,21,Dengue,2015-2019,NA,NA,66
210530, Imperatriz,21,Dengue,2015-2019,NA,NA,1120
210535, Itaipava do Grajaú,21,Dengue,2015-2019,NA,NA,189
210540, Itapecuru Mirim,21,Dengue,2015-2019,NA,NA,143
210542, Itinga do Maranhão,21,Dengue,2015-2019,NA,NA,138
210545, Jatobá,21,Dengue,2015-2019,NA,NA,13
210547, Jenipapo dos Vieiras,21,Dengue,2015-2019,NA,NA,110
210550, João Lisboa,21,Dengue,2015-2019,NA,NA,281
210560, Joselândia,21,Dengue,2015-2019,NA,NA,18
210565, Junco do Maranhão,21,Dengue,2015-2019,NA,NA,9
210570, Lago da Pedra,21,Dengue,2015-2019,NA,NA,79
210580, Lago do Junco,21,Dengue,2015-2019,NA,NA,14
210594, Lago dos Rodrigues,21,Dengue,2015-2019,NA,NA,15
210590, Lago Verde,21,Dengue,2015-2019,NA,NA,39
210596, Lagoa Grande do Maranhão,21,Dengue,2015-2019,NA,NA,154
210598, Lajeado Novo,21,Dengue,2015-2019,NA,NA,40
210600, Lima Campos,21,Dengue,2015-2019,NA,NA,4
210610, Loreto,21,Dengue,2015-2019,NA,NA,46
210620, Luís Domingues,21,Dengue,2015-2019,NA,NA,1
210632, Maracaçumé,21,Dengue,2015-2019,NA,NA,241
210637, Maranhãozinho,21,Dengue,2015-2019,NA,NA,28
210640, Mata Roma,21,Dengue,2015-2019,NA,NA,4
210650, Matinha,21,Dengue,2015-2019,NA,NA,9
210660, Matões,21,Dengue,2015-2019,NA,NA,1
210663, Matões do Norte,21,Dengue,2015-2019,NA,NA,31
210667, Milagres do Maranhão,21,Dengue,2015-2019,NA,NA,1
210670, Mirador,21,Dengue,2015-2019,NA,NA,16
210675, Miranda do Norte,21,Dengue,2015-2019,NA,NA,453
210680, Mirinzal,21,Dengue,2015-2019,NA,NA,10
210690, Monção,21,Dengue,2015-2019,NA,NA,25
210700, Montes Altos,21,Dengue,2015-2019,NA,NA,47
210710, Morros,21,Dengue,2015-2019,NA,NA,17
210720, Nina Rodrigues,21,Dengue,2015-2019,NA,NA,3
210725, Nova Colinas,21,Dengue,2015-2019,NA,NA,25
210730, Nova Iorque,21,Dengue,2015-2019,NA,NA,29
210735, Nova Olinda do Maranhão,21,Dengue,2015-2019,NA,NA,265
210740, Olho d'Água das Cunhãs,21,Dengue,2015-2019,NA,NA,35
210745, Olinda Nova do Maranhão,21,Dengue,2015-2019,NA,NA,2
210750, Paço do Lumiar,21,Dengue,2015-2019,NA,NA,413
210760, Palmeirândia,21,Dengue,2015-2019,NA,NA,2
210770, Paraibano,21,Dengue,2015-2019,NA,NA,340
210790, Passagem Franca,21,Dengue,2015-2019,NA,NA,1
210800, Pastos Bons,21,Dengue,2015-2019,NA,NA,37
210805, Paulino Neves,21,Dengue,2015-2019,NA,NA,2
210810, Paulo Ramos,21,Dengue,2015-2019,NA,NA,9
210820, Pedreiras,21,Dengue,2015-2019,NA,NA,60
210825, Pedro do Rosário,21,Dengue,2015-2019,NA,NA,13
210830, Penalva,21,Dengue,2015-2019,NA,NA,2
210840, Peri Mirim,21,Dengue,2015-2019,NA,NA,58
210845, Peritoró,21,Dengue,2015-2019,NA,NA,40
210850, Pindaré-Mirim,21,Dengue,2015-2019,NA,NA,83
210860, Pinheiro,21,Dengue,2015-2019,NA,NA,301
210870, Pio XII,21,Dengue,2015-2019,NA,NA,39
210880, Pirapemas,21,Dengue,2015-2019,NA,NA,26
210890, Poção de Pedras,21,Dengue,2015-2019,NA,NA,69
210900, Porto Franco,21,Dengue,2015-2019,NA,NA,58
210905, Porto Rico do Maranhão,21,Dengue,2015-2019,NA,NA,19
210910, Presidente Dutra,21,Dengue,2015-2019,NA,NA,145
210920, Presidente Juscelino,21,Dengue,2015-2019,NA,NA,9
210923, Presidente Médici,21,Dengue,2015-2019,NA,NA,74
210927, Presidente Sarney,21,Dengue,2015-2019,NA,NA,187
210930, Presidente Vargas,21,Dengue,2015-2019,NA,NA,29
210940, Primeira Cruz,21,Dengue,2015-2019,NA,NA,1
210945, Raposa,21,Dengue,2015-2019,NA,NA,31
210950, Riachão,21,Dengue,2015-2019,NA,NA,158
210955, Ribamar Fiquene,21,Dengue,2015-2019,NA,NA,15
210960, Rosário,21,Dengue,2015-2019,NA,NA,359
210970, Sambaíba,21,Dengue,2015-2019,NA,NA,15
210975, Santa Filomena do Maranhão,21,Dengue,2015-2019,NA,NA,55
210980, Santa Helena,21,Dengue,2015-2019,NA,NA,103
210990, Santa Inês,21,Dengue,2015-2019,NA,NA,127
211000, Santa Luzia,21,Dengue,2015-2019,NA,NA,46
211003, Santa Luzia do Paruá,21,Dengue,2015-2019,NA,NA,89
211010, Santa Quitéria do Maranhão,21,Dengue,2015-2019,NA,NA,1
211020, Santa Rita,21,Dengue,2015-2019,NA,NA,49
211023, Santana do Maranhão,21,Dengue,2015-2019,NA,NA,2
211027, Santo Amaro do Maranhão,21,Dengue,2015-2019,NA,NA,3
211030, Santo Antônio dos Lopes,21,Dengue,2015-2019,NA,NA,3
211040, São Benedito do Rio Preto,21,Dengue,2015-2019,NA,NA,6
211050, São Bento,21,Dengue,2015-2019,NA,NA,15
211065, São Domingos do Azeitão,21,Dengue,2015-2019,NA,NA,12
211070, São Domingos do Maranhão,21,Dengue,2015-2019,NA,NA,73
211080, São Félix de Balsas,21,Dengue,2015-2019,NA,NA,72
211085, São Francisco do Brejão,21,Dengue,2015-2019,NA,NA,114
211100, São João Batista,21,Dengue,2015-2019,NA,NA,3
211102, São João do Carú,21,Dengue,2015-2019,NA,NA,2
211105, São João do Paraíso,21,Dengue,2015-2019,NA,NA,131
211107, São João do Soter,21,Dengue,2015-2019,NA,NA,6
211110, São João dos Patos,21,Dengue,2015-2019,NA,NA,1
211120, São José de Ribamar,21,Dengue,2015-2019,NA,NA,1646
211125, São José dos Basílios,21,Dengue,2015-2019,NA,NA,110
211130, São Luís,21,Dengue,2015-2019,NA,NA,9799
211140, São Luís Gonzaga do Maranhão,21,Dengue,2015-2019,NA,NA,36
211150, São Mateus do Maranhão,21,Dengue,2015-2019,NA,NA,122
211153, São Pedro da Água Branca,21,Dengue,2015-2019,NA,NA,336
211157, São Pedro dos Crentes,21,Dengue,2015-2019,NA,NA,361
211160, São Raimundo das Mangabeiras,21,Dengue,2015-2019,NA,NA,160
211163, São Raimundo do Doca Bezerra,21,Dengue,2015-2019,NA,NA,131
211167, São Roberto,21,Dengue,2015-2019,NA,NA,10
211170, São Vicente Ferrer,21,Dengue,2015-2019,NA,NA,2
211172, Satubinha,21,Dengue,2015-2019,NA,NA,13
211174, Senador Alexandre Costa,21,Dengue,2015-2019,NA,NA,107
211176, Senador La Rocque,21,Dengue,2015-2019,NA,NA,80
211178, Serrano do Maranhão,21,Dengue,2015-2019,NA,NA,1
211180, Sítio Novo,21,Dengue,2015-2019,NA,NA,115
211190, Sucupira do Norte,21,Dengue,2015-2019,NA,NA,4
211200, Tasso Fragoso,21,Dengue,2015-2019,NA,NA,183
211210, Timbiras,21,Dengue,2015-2019,NA,NA,8
211223, Trizidela do Vale,21,Dengue,2015-2019,NA,NA,45
211227, Tufilândia,21,Dengue,2015-2019,NA,NA,2
211230, Tuntum,21,Dengue,2015-2019,NA,NA,209
211240, Turiaçu,21,Dengue,2015-2019,NA,NA,114
211245, Turilândia,21,Dengue,2015-2019,NA,NA,196
211250, Tutóia,21,Dengue,2015-2019,NA,NA,3
211260, Urbano Santos,21,Dengue,2015-2019,NA,NA,14
211270, Vargem Grande,21,Dengue,2015-2019,NA,NA,188
211280, Viana,21,Dengue,2015-2019,NA,NA,32
211285, Vila Nova dos Martírios,21,Dengue,2015-2019,NA,NA,96
211290, Vitória do Mearim,21,Dengue,2015-2019,NA,NA,12
211300, Vitorino Freire,21,Dengue,2015-2019,NA,NA,46
211400, Zé Doca,21,Dengue,2015-2019,NA,NA,765
220460, Hugo Napoleão,22,Dengue,2015-2019,NA,NA,1
220650, Monsenhor Hipólito,22,Dengue,2015-2019,NA,NA,1
220900, Rio Grande do Piauí,22,Dengue,2015-2019,NA,NA,1
220910, Santa Cruz do Piauí,22,Dengue,2015-2019,NA,NA,1
220920, Santa Filomena,22,Dengue,2015-2019,NA,NA,3
220930, Santa Luz,22,Dengue,2015-2019,NA,NA,1
221100, Teresina,22,Dengue,2015-2019,NA,NA,5
221120, Uruçuí,22,Dengue,2015-2019,NA,NA,1
230320, Caririaçu,23,Dengue,2015-2019,NA,NA,1
230440, Fortaleza,23,Dengue,2015-2019,NA,NA,3
230550, Iguatu,23,Dengue,2015-2019,NA,NA,1
231400, Várzea Alegre,23,Dengue,2015-2019,NA,NA,1
240310, Currais Novos,24,Dengue,2015-2019,NA,NA,1
240420, Goianinha,24,Dengue,2015-2019,NA,NA,1
240800, Mossoró,24,Dengue,2015-2019,NA,NA,2
240810, Natal,24,Dengue,2015-2019,NA,NA,1
240860, Paraná,24,Dengue,2015-2019,NA,NA,1
241340, Serra Negra do Norte,24,Dengue,2015-2019,NA,NA,1
241105, Tibau,24,Dengue,2015-2019,NA,NA,1
250370, Cajazeiras,25,Dengue,2015-2019,NA,NA,2
250750, João Pessoa,25,Dengue,2015-2019,NA,NA,1
251080, Patos,25,Dengue,2015-2019,NA,NA,1
251090, Paulista,25,Dengue,2015-2019,NA,NA,1
251210, Pombal,25,Dengue,2015-2019,NA,NA,1
260050, Águas Belas,26,Dengue,2015-2019,NA,NA,1
260260, Brejo da Madre de Deus,26,Dengue,2015-2019,NA,NA,1
260410, Caruaru,26,Dengue,2015-2019,NA,NA,1
260415, Casinhas,26,Dengue,2015-2019,NA,NA,1
261160, Recife,26,Dengue,2015-2019,NA,NA,2
261310, São Caitano,26,Dengue,2015-2019,NA,NA,1
270030, Arapiraca,27,Dengue,2015-2019,NA,NA,1
270380, Joaquim Gomes,27,Dengue,2015-2019,NA,NA,1
270430, Maceió,27,Dengue,2015-2019,NA,NA,2
270450, Maragogi,27,Dengue,2015-2019,NA,NA,1
280030, Aracaju,28,Dengue,2015-2019,NA,NA,1
290320, Barreiras,29,Dengue,2015-2019,NA,NA,3
290720, Casa Nova,29,Dengue,2015-2019,NA,NA,1
291080, Feira de Santana,29,Dengue,2015-2019,NA,NA,1
291110, Formosa do Rio Preto,29,Dengue,2015-2019,NA,NA,7
291360, Ilhéus,29,Dengue,2015-2019,NA,NA,1
291535, Itaguaçu da Bahia,29,Dengue,2015-2019,NA,NA,1
291800, Jequié,29,Dengue,2015-2019,NA,NA,1
291840, Juazeiro,29,Dengue,2015-2019,NA,NA,1
291955, Luís Eduardo Magalhães,29,Dengue,2015-2019,NA,NA,6
292470, Piripá,29,Dengue,2015-2019,NA,NA,1
292740, Salvador,29,Dengue,2015-2019,NA,NA,1
292750, Santa Bárbara,29,Dengue,2015-2019,NA,NA,1
292900, São Félix,29,Dengue,2015-2019,NA,NA,1
310350, Araguari,31,Dengue,2015-2019,NA,NA,1
310440, Argirita,31,Dengue,2015-2019,NA,NA,1
310620, Belo Horizonte,31,Dengue,2015-2019,NA,NA,7
311400, Carmo da Mata,31,Dengue,2015-2019,NA,NA,1
311410, Carmo de Minas,31,Dengue,2015-2019,NA,NA,1
311860, Contagem,31,Dengue,2015-2019,NA,NA,1
312090, Curvelo,31,Dengue,2015-2019,NA,NA,1
312230, Divinópolis,31,Dengue,2015-2019,NA,NA,2
312290, Dona Eusébia,31,Dengue,2015-2019,NA,NA,1
312610, Formiga,31,Dengue,2015-2019,NA,NA,1
312770, Governador Valadares,31,Dengue,2015-2019,NA,NA,1
312980, Ibirité,31,Dengue,2015-2019,NA,NA,1
313130, Ipatinga,31,Dengue,2015-2019,NA,NA,1
313380, Itaúna,31,Dengue,2015-2019,NA,NA,1
313510, Janaúba,31,Dengue,2015-2019,NA,NA,1
313630, João Pinheiro,31,Dengue,2015-2019,NA,NA,1
313760, Lagoa Santa,31,Dengue,2015-2019,NA,NA,1
313940, Manhuaçu,31,Dengue,2015-2019,NA,NA,1
313970, Maravilhas,31,Dengue,2015-2019,NA,NA,1
314240, Moema,31,Dengue,2015-2019,NA,NA,1
314330, Montes Claros,31,Dengue,2015-2019,NA,NA,1
314390, Muriaé,31,Dengue,2015-2019,NA,NA,1
313660, Nova União,31,Dengue,2015-2019,NA,NA,1
314710, Pará de Minas,31,Dengue,2015-2019,NA,NA,1
314720, Paraguaçu,31,Dengue,2015-2019,NA,NA,1
314800, Patos de Minas,31,Dengue,2015-2019,NA,NA,1
314980, Perdizes,31,Dengue,2015-2019,NA,NA,1
315150, Piumhi,31,Dengue,2015-2019,NA,NA,1
315460, Ribeirão das Neves,31,Dengue,2015-2019,NA,NA,1
316110, São Francisco,31,Dengue,2015-2019,NA,NA,1
316990, Ubá,31,Dengue,2015-2019,NA,NA,2
317020, Uberlândia,31,Dengue,2015-2019,NA,NA,6
317070, Varginha,31,Dengue,2015-2019,NA,NA,1
320140, Castelo,32,Dengue,2015-2019,NA,NA,1
320320, Linhares,32,Dengue,2015-2019,NA,NA,1
320380, Muqui,32,Dengue,2015-2019,NA,NA,1
330045, Belford Roxo,33,Dengue,2015-2019,NA,NA,1
330100, Campos dos Goytacazes,33,Dengue,2015-2019,NA,NA,1
330200, Itaguaí,33,Dengue,2015-2019,NA,NA,1
330320, Nilópolis,33,Dengue,2015-2019,NA,NA,2
330330, Niterói,33,Dengue,2015-2019,NA,NA,1
330340, Nova Friburgo,33,Dengue,2015-2019,NA,NA,2
330452, Rio das Ostras,33,Dengue,2015-2019,NA,NA,1
330455, Rio de Janeiro,33,Dengue,2015-2019,NA,NA,9
330490, São Gonçalo,33,Dengue,2015-2019,NA,NA,1
330500, São João da Barra,33,Dengue,2015-2019,NA,NA,1
330510, São João de Meriti,33,Dengue,2015-2019,NA,NA,1
350050, Águas de Lindóia,35,Dengue,2015-2019,NA,NA,1
350160, Americana,35,Dengue,2015-2019,NA,NA,1
350190, Amparo,35,Dengue,2015-2019,NA,NA,1
350280, Araçatuba,35,Dengue,2015-2019,NA,NA,1
350440, Avanhandava,35,Dengue,2015-2019,NA,NA,1
350460, Bady Bassitt,35,Dengue,2015-2019,NA,NA,1
350550, Barretos,35,Dengue,2015-2019,NA,NA,1
350920, Cajamar,35,Dengue,2015-2019,NA,NA,1
351000, Cândido Mota,35,Dengue,2015-2019,NA,NA,1
351030, Capela do Alto,35,Dengue,2015-2019,NA,NA,1
351500, Embu das Artes,35,Dengue,2015-2019,NA,NA,1
351550, Fernandópolis,35,Dengue,2015-2019,NA,NA,2
351620, Franca,35,Dengue,2015-2019,NA,NA,1
351650, Gabriel Monteiro,35,Dengue,2015-2019,NA,NA,1
351770, Guará,35,Dengue,2015-2019,NA,NA,1
351880, Guarulhos,35,Dengue,2015-2019,NA,NA,1
352044, Ilha Solteira,35,Dengue,2015-2019,NA,NA,1
352050, Indaiatuba,35,Dengue,2015-2019,NA,NA,1
352070, Indiaporã,35,Dengue,2015-2019,NA,NA,1
352240, Itapeva,35,Dengue,2015-2019,NA,NA,1
352260, Itapira,35,Dengue,2015-2019,NA,NA,1
352510, Jardinópolis,35,Dengue,2015-2019,NA,NA,1
352710, Lins,35,Dengue,2015-2019,NA,NA,1
352900, Marília,35,Dengue,2015-2019,NA,NA,2
352990, Miracatu,35,Dengue,2015-2019,NA,NA,1
353050, Mococa,35,Dengue,2015-2019,NA,NA,1
353350, Novo Horizonte,35,Dengue,2015-2019,NA,NA,1
353440, Osasco,35,Dengue,2015-2019,NA,NA,2
353470, Ourinhos,35,Dengue,2015-2019,NA,NA,1
353600, Parapuã,35,Dengue,2015-2019,NA,NA,1
353870, Piracicaba,35,Dengue,2015-2019,NA,NA,1
353930, Pirassununga,35,Dengue,2015-2019,NA,NA,1
354000, Pompéia,35,Dengue,2015-2019,NA,NA,1
354040, Populina,35,Dengue,2015-2019,NA,NA,1
354340, Ribeirão Preto,35,Dengue,2015-2019,NA,NA,2
354425, Rosana,35,Dengue,2015-2019,NA,NA,1
354890, São Carlos,35,Dengue,2015-2019,NA,NA,1
354980, São José do Rio Preto,35,Dengue,2015-2019,NA,NA,2
355030, São Paulo,35,Dengue,2015-2019,NA,NA,22
355190, Severínia,35,Dengue,2015-2019,NA,NA,1
355400, Tatuí,35,Dengue,2015-2019,NA,NA,1
355410, Taubaté,35,Dengue,2015-2019,NA,NA,1
410240, Bandeirantes,41,Dengue,2015-2019,NA,NA,1
410430, Campo Mourão,41,Dengue,2015-2019,NA,NA,1
410480, Cascavel,41,Dengue,2015-2019,NA,NA,3
410550, Cianorte,41,Dengue,2015-2019,NA,NA,3
410580, Colombo,41,Dengue,2015-2019,NA,NA,1
410690, Curitiba,41,Dengue,2015-2019,NA,NA,3
410710, Diamante do Norte,41,Dengue,2015-2019,NA,NA,1
410720, Dois Vizinhos,41,Dengue,2015-2019,NA,NA,2
410753, Entre Rios do Oeste,41,Dengue,2015-2019,NA,NA,1
410780, Floraí,41,Dengue,2015-2019,NA,NA,1
410820, Formosa do Oeste,41,Dengue,2015-2019,NA,NA,1
410830, Foz do Iguaçu,41,Dengue,2015-2019,NA,NA,1
411060, Iporã,41,Dengue,2015-2019,NA,NA,1
411070, Irati,41,Dengue,2015-2019,NA,NA,2
411420, Mandaguari,41,Dengue,2015-2019,NA,NA,1
411460, Marechal Cândido Rondon,41,Dengue,2015-2019,NA,NA,2
411520, Maringá,41,Dengue,2015-2019,NA,NA,4
411535, Maripá,41,Dengue,2015-2019,NA,NA,1
411580, Medianeira,41,Dengue,2015-2019,NA,NA,1
411729, Novo Itacolomi,41,Dengue,2015-2019,NA,NA,1
411760, Palmas,41,Dengue,2015-2019,NA,NA,1
411820, Paranaguá,41,Dengue,2015-2019,NA,NA,1
411845, Pato Bragado,41,Dengue,2015-2019,NA,NA,1
411870, Paulo Frontin,41,Dengue,2015-2019,NA,NA,1
411915, Pinhais,41,Dengue,2015-2019,NA,NA,1
411950, Piraquara,41,Dengue,2015-2019,NA,NA,2
412050, Primeiro de Maio,41,Dengue,2015-2019,NA,NA,1
412240, Rolândia,41,Dengue,2015-2019,NA,NA,1
412380, Santa Izabel do Oeste,41,Dengue,2015-2019,NA,NA,1
412402, Santa Tereza do Oeste,41,Dengue,2015-2019,NA,NA,2
412770, Toledo,41,Dengue,2015-2019,NA,NA,2
412810, Umuarama,41,Dengue,2015-2019,NA,NA,2
420240, Blumenau,42,Dengue,2015-2019,NA,NA,1
420300, Caçador,42,Dengue,2015-2019,NA,NA,1
420480, Curitibanos,42,Dengue,2015-2019,NA,NA,1
420900, Joaçaba,42,Dengue,2015-2019,NA,NA,1
420930, Lages,42,Dengue,2015-2019,NA,NA,1
420940, Laguna,42,Dengue,2015-2019,NA,NA,1
421130, Navegantes,42,Dengue,2015-2019,NA,NA,1
421580, São Bento do Sul,42,Dengue,2015-2019,NA,NA,1
421720, São Miguel do Oeste,42,Dengue,2015-2019,NA,NA,1
421930, Videira,42,Dengue,2015-2019,NA,NA,1
421950, Xanxerê,42,Dengue,2015-2019,NA,NA,1
430510, Caxias do Sul,43,Dengue,2015-2019,NA,NA,1
430700, Erechim,43,Dengue,2015-2019,NA,NA,1
430860, Garibaldi,43,Dengue,2015-2019,NA,NA,2
431080, Ivoti,43,Dengue,2015-2019,NA,NA,1
431220, Maximiliano de Almeida,43,Dengue,2015-2019,NA,NA,1
431390, Panambi,43,Dengue,2015-2019,NA,NA,1
431440, Pelotas,43,Dengue,2015-2019,NA,NA,1
431695, Santa Maria do Herval,43,Dengue,2015-2019,NA,NA,1
431890, São Luiz Gonzaga,43,Dengue,2015-2019,NA,NA,1
431900, São Marcos,43,Dengue,2015-2019,NA,NA,1
432030, Selbach,43,Dengue,2015-2019,NA,NA,1
432060, Severiano de Almeida,43,Dengue,2015-2019,NA,NA,1
432090, Tapejara,43,Dengue,2015-2019,NA,NA,1
500025, Alcinópolis,50,Dengue,2015-2019,NA,NA,1
500070, Anastácio,50,Dengue,2015-2019,NA,NA,1
500210, Bela Vista,50,Dengue,2015-2019,NA,NA,1
500270, Campo Grande,50,Dengue,2015-2019,NA,NA,5
500295, Chapadão do Sul,50,Dengue,2015-2019,NA,NA,1
500325, Costa Rica,50,Dengue,2015-2019,NA,NA,1
500330, Coxim,50,Dengue,2015-2019,NA,NA,1
500370, Dourados,50,Dengue,2015-2019,NA,NA,2
500380, Fátima do Sul,50,Dengue,2015-2019,NA,NA,1
500570, Naviraí,50,Dengue,2015-2019,NA,NA,1
500660, Ponta Porã,50,Dengue,2015-2019,NA,NA,1
500793, Sonora,50,Dengue,2015-2019,NA,NA,2
500830, Três Lagoas,50,Dengue,2015-2019,NA,NA,1
510010, Acorizal,51,Dengue,2015-2019,NA,NA,88
510020, Água Boa,51,Dengue,2015-2019,NA,NA,578
510025, Alta Floresta,51,Dengue,2015-2019,NA,NA,3370
510030, Alto Araguaia,51,Dengue,2015-2019,NA,NA,915
510035, Alto Boa Vista,51,Dengue,2015-2019,NA,NA,70
510040, Alto Garças,51,Dengue,2015-2019,NA,NA,126
510050, Alto Paraguai,51,Dengue,2015-2019,NA,NA,28
510060, Alto Taquari,51,Dengue,2015-2019,NA,NA,307
510080, Apiacás,51,Dengue,2015-2019,NA,NA,9
510100, Araguaiana,51,Dengue,2015-2019,NA,NA,89
510120, Araguainha,51,Dengue,2015-2019,NA,NA,58
510125, Araputanga,51,Dengue,2015-2019,NA,NA,202
510130, Arenápolis,51,Dengue,2015-2019,NA,NA,180
510140, Aripuanã,51,Dengue,2015-2019,NA,NA,1138
510160, Barão de Melgaço,51,Dengue,2015-2019,NA,NA,4
510170, Barra do Bugres,51,Dengue,2015-2019,NA,NA,156
510180, Barra do Garças,51,Dengue,2015-2019,NA,NA,1011
510185, Bom Jesus do Araguaia,51,Dengue,2015-2019,NA,NA,496
510190, Brasnorte,51,Dengue,2015-2019,NA,NA,150
510250, Cáceres,51,Dengue,2015-2019,NA,NA,391
510260, Campinápolis,51,Dengue,2015-2019,NA,NA,95
510263, Campo Novo do Parecis,51,Dengue,2015-2019,NA,NA,1014
510267, Campo Verde,51,Dengue,2015-2019,NA,NA,1009
510268, Campos de Júlio,51,Dengue,2015-2019,NA,NA,211
510269, Canabrava do Norte,51,Dengue,2015-2019,NA,NA,172
510270, Canarana,51,Dengue,2015-2019,NA,NA,967
510279, Carlinda,51,Dengue,2015-2019,NA,NA,243
510285, Castanheira,51,Dengue,2015-2019,NA,NA,167
510300, Chapada dos Guimarães,51,Dengue,2015-2019,NA,NA,129
510305, Cláudia,51,Dengue,2015-2019,NA,NA,215
510310, Cocalinho,51,Dengue,2015-2019,NA,NA,710
510320, Colíder,51,Dengue,2015-2019,NA,NA,932
510325, Colniza,51,Dengue,2015-2019,NA,NA,2331
510330, Comodoro,51,Dengue,2015-2019,NA,NA,425
510335, Confresa,51,Dengue,2015-2019,NA,NA,1031
510336, Conquista D'Oeste,51,Dengue,2015-2019,NA,NA,2
510337, Cotriguaçu,51,Dengue,2015-2019,NA,NA,294
510340, Cuiabá,51,Dengue,2015-2019,NA,NA,10866
510343, Curvelândia,51,Dengue,2015-2019,NA,NA,7
510345, Denise,51,Dengue,2015-2019,NA,NA,5
510350, Diamantino,51,Dengue,2015-2019,NA,NA,125
510360, Dom Aquino,51,Dengue,2015-2019,NA,NA,43
510370, Feliz Natal,51,Dengue,2015-2019,NA,NA,200
510380, Figueirópolis D'Oeste,51,Dengue,2015-2019,NA,NA,12
510385, Gaúcha do Norte,51,Dengue,2015-2019,NA,NA,208
510390, General Carneiro,51,Dengue,2015-2019,NA,NA,119
510395, Glória D'Oeste,51,Dengue,2015-2019,NA,NA,30
510410, Guarantã do Norte,51,Dengue,2015-2019,NA,NA,1408
510420, Guiratinga,51,Dengue,2015-2019,NA,NA,96
510450, Indiavaí,51,Dengue,2015-2019,NA,NA,8
510452, Ipiranga do Norte,51,Dengue,2015-2019,NA,NA,201
510454, Itanhangá,51,Dengue,2015-2019,NA,NA,174
510455, Itaúba,51,Dengue,2015-2019,NA,NA,275
510460, Itiquira,51,Dengue,2015-2019,NA,NA,410
510480, Jaciara,51,Dengue,2015-2019,NA,NA,644
510490, Jangada,51,Dengue,2015-2019,NA,NA,59
510500, Jauru,51,Dengue,2015-2019,NA,NA,64
510510, Juara,51,Dengue,2015-2019,NA,NA,1056
510515, Juína,51,Dengue,2015-2019,NA,NA,935
510517, Juruena,51,Dengue,2015-2019,NA,NA,108
510520, Juscimeira,51,Dengue,2015-2019,NA,NA,134
510523, Lambari D'Oeste,51,Dengue,2015-2019,NA,NA,14
510525, Lucas do Rio Verde,51,Dengue,2015-2019,NA,NA,641
510530, Luciara,51,Dengue,2015-2019,NA,NA,1
510558, Marcelândia,51,Dengue,2015-2019,NA,NA,368
510560, Matupá,51,Dengue,2015-2019,NA,NA,1120
510562, Mirassol d'Oeste,51,Dengue,2015-2019,NA,NA,440
510590, Nobres,51,Dengue,2015-2019,NA,NA,55
510600, Nortelândia,51,Dengue,2015-2019,NA,NA,118
510610, Nossa Senhora do Livramento,51,Dengue,2015-2019,NA,NA,39
510615, Nova Bandeirantes,51,Dengue,2015-2019,NA,NA,35
510620, Nova Brasilândia,51,Dengue,2015-2019,NA,NA,63
510621, Nova Canaã do Norte,51,Dengue,2015-2019,NA,NA,258
510880, Nova Guarita,51,Dengue,2015-2019,NA,NA,165
510618, Nova Lacerda,51,Dengue,2015-2019,NA,NA,66
510885, Nova Marilândia,51,Dengue,2015-2019,NA,NA,6
510890, Nova Maringá,51,Dengue,2015-2019,NA,NA,66
510895, Nova Monte Verde,51,Dengue,2015-2019,NA,NA,243
510622, Nova Mutum,51,Dengue,2015-2019,NA,NA,612
510617, Nova Nazaré,51,Dengue,2015-2019,NA,NA,81
510623, Nova Olímpia,51,Dengue,2015-2019,NA,NA,138
510619, Nova Santa Helena,51,Dengue,2015-2019,NA,NA,202
510624, Nova Ubiratã,51,Dengue,2015-2019,NA,NA,209
